"Félév","Pedagógia szakas","Tantárgy","Műveltségterület","Tanulási Eredmény","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Tudja alkalmazni a művek műfaji természetének, poétikai jellemzőinek megfelelő szövegfeldolgozási eljárásokat, megközelítési módokat.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Képes tudásanyagának többféle szempontot követő megfogalmazására írásban a magyar és a világirodalom kiemelkedő alkotóiról.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Meggyőzően be tudja mutatni a tanult irodalomtörténeti korszakok és stílusirányzatok sajátosságait.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Be tud mutatni műveket, alkotókat a 20. század magyar és világirodalmából, továbbá a kortárs irodalomból.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Felismeri különböző alkotók hatását az irodalmi hagyományban, ezzel összefüggésben képes művek közötti kapcsolatok, témák fölismerésére és értékelésére, az evokáció, az allúzió, a parafrázis, a palimpszeszt, vagyis az intertextualitás példáinak bemutatására.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Képes különböző korokban keletkezett alkotások tematikai, poétikai szempontú értelmezésére, összevetésére.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Nem idegenkedik saját, kreatív vagy funkcionális szövegek létrehozásától, sőt, örömmel végez ilyen tevékenységet.","",""
"4","11-12","KULT","Magyar nyelv és irodalom","Szívesen jár színházba, moziba, kiállításra, hangversenyre, jó ízléssel választ a klasszikus és kortárs drámairodalom elérhető előadásaiból, illetve filmes adaptációiból, egyéb művészeti alkotásaiból.","",""
"4","5-6","KULT","Magyar nyelv és irodalom","Felismeri a szövegértés folyamatát, annak megfigyelésével képes saját módszerét fejleszteni, a hibás olvasási szokásaira megfelelő javító stratégiát találni, és azt alkalmazni.","",""
"4","5-6","KULT","Magyar nyelv és irodalom","A tanuló ismeri a tanult alapszófajok (ige, főnév, melléknév, számnév, határozószó, igenevek, névmások), valamint az igekötők általános jellemzőit, alaki sajátosságait, a hozzájuk kapcsolódó főbb helyesírási szabályokat, amelyeket az írott munkáiban igyekszik alkalmazni is.","",""
"4","5-6","KULT","Magyar nyelv és irodalom","A tanuló meg tud nevezni három mesetípust példákkal, és fel tud idézni címe vagy részlete említésével három népdalt. Különbséget tud tenni a népmese és a műmese között. Meg tudja fogalmazni, mi a különbség a mese és a monda között. El tudja különíteni a rímes, ritmikus szöveget a prózától. Meg tudja nevezni, melyik műnem mond el történetet, melyik jelenít meg konfliktust párbeszédes formában, és melyik fejez ki érzést, élményt. Felismeri a hexameteres szövegről, hogy az időmértékes, a felező tizenkettesről, hogy az ütemhangsúlyos. Fel tud sorolni három-négy művet Petőfitől és Aranytól, képes egyszerűbb összehasonlítást megfogalmazni János vitéz és Toldi Miklós alakjáról. Képes értelmezni A walesi bárdokban rejlő allegóriát, és meg tudja világítani 5–6 mondatban az Egri csillagok történelmi hátterét. El tudja különíteni az egyszerűbb versekben és prózai szövegekben a nagyobb szerkezeti egységeket. Össze tudja foglalni néhány hosszabb mű cselekményét (János vitéz, Toldi, A Pál utcai fiúk, Egri csillagok), meg tudja különböztetni, melyik közülük a regény és melyik az elbeszélő költemény. Értelmesen és pontosan, tisztán, tagoltan, megfelelő ritmusban tud felolvasni szövegeket. Részt tud venni számára ismert témájú vitában, és képes érveket alkotni. Ismert és könnyen érthető történetben párosítani tudja annak egyes szakaszait a konfliktus, bonyodalom, tetőpont fogalmával. Képes az általa jól ismert történetek szereplőit jellemezni, kapcsolatrendszerüket feltárni. Képes néhány példa közül kiválasztani az egyszerűbb metaforákat és metonímiákat. Képes egyszerűbb meghatározást megfogalmazni a következő fogalmakról: líra, epika, dráma, epizód, megszemélyesítés, ballada. Képes néhány egyszerűbb meghatározás közül kiválasztani azt, amely a következő fogalmak valamelyikéhez illik: dal, rím, ritmus, mítosz, motívum, konfliktus. Képes művek, műrészletek szöveghű felidézésére.","",""
"4","7-8","KULT","Magyar nyelv és irodalom","Képes egyszerűbb meghatározást megfogalmazni a következő fogalmakról: novella, rapszódia, lírai én, hexameter, pentameter, disztichon, szinesztézia, szimbólum, tragédia, komédia, dialógus, monológ. Képes néhány egyszerűbb meghatározás közül kiválasztani azt, amely a következő fogalmak valamelyikéhez illik: fordulat, retorika, paródia, helyzetkomikum, jellemkomikum. Az ismertebb műfajokról tudja az alapvető információkat.","",""
"4","1-2","STEM","Matematika","Számok írása, olvasása (100-as számkör). Helyi érték ismerete.","",""
"4","1-2","STEM","Matematika","Számok képzése, bontása helyi érték szerint.","",""
"4","1-2","STEM","Matematika","Összeadás, kivonás, szorzás, osztás szóban és írásban.","",""
"4","1-2","STEM","Matematika","Szorzótábla ismerete a százas számkörben.","",""
"4","1-2","STEM","Matematika","A műveletek sorrendjének ismerete.","",""
"4","1-2","STEM","Matematika","Szöveges feladat értelmezése, megjelenítése rajz segítségével, leírása számokkal.","",""
"4","1-2","STEM","Matematika","A test és a síkidom megkülönböztetése.","",""
"4","1-2","STEM","Matematika","Testek építése szabadon és megadott feltételek szerint.","",""
"4","1-2","STEM","Matematika","A hosszúság, az űrtartalom, a tömeg és az idő mérése. A szabvány mértékegységek: cm, dm, m, cl, dl, l, dkg, kg, perc, óra, nap, hét, hónap, év. Átváltások szomszédos mértékegységek között. Mennyiségek közötti összefüggések felismerése. Mérőeszközök használata.","",""
"4","1-2","STEM","Matematika","Halmazok összehasonlítása az elemek száma szerint. Halmazalkotás.","",""
"4","1-2","STEM","Matematika","Állítások igazságtartalmának eldöntése. Állítások megfogalmazása.","",""
"4","1-2","STEM","Matematika","Számpárok közötti kapcsolatok felismerése.","",""
"4","3-4","STEM","Matematika","Adott tulajdonságú elemek halmazba rendezése.","",""
"4","3-4","STEM","Matematika","Halmazba tartozó elemek közös tulajdonságainak felismerése, megnevezése.","",""
"4","3-4","STEM","Matematika","Annak eldöntése, hogy egy elem beletartozik-e egy adott halmazba.","",""
"4","3-4","STEM","Matematika","Az összes eset megtalálása (próbálgatással).","",""
"4","3-4","STEM","Matematika","Egyenesek kölcsönös helyzetének felismerése: metsző és párhuzamos egyenesek.","",""
"4","3-4","STEM","Matematika","A szabvány mértékegységek: mm, km, ml, cl, hl, g, t, másodperc. Átváltások szomszédos mértékegységek között.","",""
"4","3-4","STEM","Matematika","Kocka, téglatest, felismerése, létrehozása, jellemzői.","",""
"4","3-4","STEM","Matematika","Gömb felismerése.","",""
"4","3-4","STEM","Matematika","Tükrös alakzatok és tengelyes szimmetria előállítása hajtogatással, nyírással, rajzzal, színezéssel.","",""
"4","3-4","STEM","Matematika","Négyzet, téglalap kerülete.","",""
"4","3-4","STEM","Matematika","Négyzet, téglalap területének mérése különféle egységekkel, területlefedéssel.","",""
"4","3-4","STEM","Matematika","Tapasztalati adatok lejegyzése, táblázatba rendezése. Táblázat adatainak értelmezése.","",""
"4","3-4","STEM","Matematika","Adatgyűjtés, adatok lejegyzése, diagram leolvasása.","",""
"4","3-4","STEM","Matematika","Valószínűségi játékok, kísérletek értelmezése. Biztos, lehetetlen, lehet, de nem biztos tapasztalati ismerete.","",""
"4","3-4","STEM","Matematika","Egy rajzoló program ismerte; egyszerű ábrák elkészítése, színezése.","",""
"4","5-6","STEM","Matematika","Halmazba rendezés adott tulajdonság alapján, részhalmaz felírása, felismerése.","",""
"4","5-6","STEM","Matematika","Két véges halmaz közös részének, illetve uniójának felírása, ábrázolása.","",""
"4","5-6","STEM","Matematika","Néhány elem kiválasztása adott szempont szerint.","",""
"4","5-6","STEM","Matematika","Néhány elem sorba rendezése különféle módszerekkel.","",""
"4","5-6","STEM","Matematika","Állítások igazságának eldöntése, igaz és hamis állítások megfogalmazása.","",""
"4","5-6","STEM","Matematika","Néhány elem összes sorrendjének felírása.","",""
"4","5-6","STEM","Matematika","A mindennapi életben felmerülő egyszerű arányossági feladatok megoldása következtetéssel, az egyenes arányosság felismerése, használata.","",""
"4","5-6","STEM","Matematika","Két-három műveletet tartalmazó műveletsor eredményének kiszámítása, a műveleti sorrendre vonatkozó szabályok ismerete, alkalmazása. Zárójelek alkalmazása.","",""
"4","5-6","STEM","Matematika","A százalék fogalmának ismerete, a százalékérték kiszámítása.","",""
"4","5-6","STEM","Matematika","Elsőfokú egyismeretlenes egyenletek, egyenlőtlenségek megoldása szabadon választott módszerrel.","",""
"4","5-6","STEM","Matematika","Egyszerű sorozatok folytatása adott szabály szerint, szabályok felismerése, megfogalmazása néhány tagjával elkezdett sorozat esetén.","",""
"4","5-6","STEM","Matematika","Valószínűségi játékok, kísérletek során adatok tervszerű gyűjtése, rendezése, ábrázolása.","",""
"4","7-8","STEM","Matematika","Elemek halmazba rendezése több szempont alapján.","",""
"4","7-8","STEM","Matematika","Egyszerű állítások igaz vagy hamis voltának eldöntése, állítások tagadása.","",""
"4","7-8","STEM","Matematika","Állítások, feltételezések, választások világos, érthető közlésének képessége, szövegek értelmezése egyszerűbb esetekben.","",""
"4","7-8","STEM","Matematika","Kombinatorikai feladatok megoldása az összes eset szisztematikus összeszámlálásával.","",""
"4","7-8","STEM","Matematika","Fagráfok használata feladatmegoldások során.","",""
"4","7-8","STEM","Matematika","Megadott sorozatok folytatása adott szabály szerint.","",""
"4","7-8","STEM","Matematika","Az egyenes arányosság grafikonjának felismerése, a lineáris kapcsolatokról tanultak alkalmazása természettudományos feladatokban is.","",""
"4","7-8","STEM","Matematika","Grafikonok elemzései a tanult szempontok szerint, grafikonok készítése, grafikonokról adatokat leolvasása. Táblázatok adatainak kiolvasása, értelmezése, ábrázolása különböző típusú grafikonon.","",""
"4","7-8","STEM","Matematika","Valószínűségi kísérletek eredményeinek értelmes lejegyzése, relatív gyakoriságok kiszámítása.","",""
"4","7-8","STEM","Matematika","Konkrét feladatokban az esély, illetve valószínűség fogalmának értése, a biztos és a lehetetlen esemény felismerése.","",""
"4","7-8","STEM","Matematika","Zsebszámológép célszerű használata statisztikai számításokban.","",""
"4","7-8","STEM","Matematika","Néhány kiemelkedő magyar matematikus nevének ismerete, esetenként kutatási területének, eredményének megnevezés","",""
"4","9-10","STEM","Matematika","Definíció, tétel felismerése, az állítás és a megfordításának felismerése; bizonyítás gondolatmenetének követése.","",""
"4","9-10","STEM","Matematika","Egyszerű leszámlálási feladatok megoldása, a megoldás gondolatmenetének rögzítése szóban, írásban.","",""
"4","9-10","STEM","Matematika","Gráffal kapcsolatos alapfogalmak ismerete. Alkalmazzák a gráfokról tanult ismereteiket gondolatmenet szemléltetésére, probléma megoldására.","",""
"4","9-10","STEM","Matematika","Az időszak végére elvárható a valós számkör biztos ismerete, e számkörben megismert műveletek gyakorlati és elvontabb feladatokban való alkalmazása.","",""
"4","9-10","STEM","Matematika","A tanulók képesek a matematikai szöveg értő olvasására, tankönyvek, keresőprogramok célirányos használatára, szövegekből a lényeg kiemelésére.","",""
"4","9-10","STEM","Matematika","A tanult egybevágósági és hasonlósági transzformációk és ezek tulajdonságainak ismerete.","",""
"4","9-10","STEM","Matematika","Egybevágó alakzatok, hasonló alakzatok; két egybevágó, illetve két hasonló alakzat több szempont szerinti összehasonlítása (pl. távolságok, szögek, kerület, terület, térfogat).","",""
"4","9-10","STEM","Matematika","Vektor fogalmának ismerete; három új művelet ismerete: vektorok összeadása, kivonása, vektor szorzása valós számmal; vektor felbontása, vektorkoordináták meghatározása adott bázisrendszerben.","",""
"4","9-10","STEM","Matematika","A geometriai ismeretek bővülésével, a megismert geometriai transzformációk rendszerezettebb tárgyalása után fejlődött a tanulók dinamikus geometriai szemlélete, diszkussziós képessége.","",""
"4","9-10","STEM","Matematika","Adathalmaz rendezése megadott szempontok szerint, adat gyakoriságának és relatív gyakoriságának kiszámítása.","",""
"4","9-10","STEM","Matematika","Táblázat olvasása és készítése; diagramok olvasása és készítése.","",""
